code	label	costo_procedimiento	numero_personas_atendidas	costo_proc_usuario
906903	ANTICUERPOS HETERÓFILOS [ESPECÍFICOS Y TOTALES] +	218147.0	20	10907.35
911004	ANTICUERPOS IRREGULARES, DETECCIÓN [RASTREO O RAI] EN TUBO +	2313081.0	52	44482.32692307692
911003	ANTICUERPOS IRREGULARES, DETECCIÓN [RASTREO O RAI] POR MICROTECNICA +	838614.0	13	64508.769230769234
911006	ANTICUERPOS IRREGULARES, IDENTIFICACIÓN [D, KELL, DUFFY, KIDD Y OTROS] EN TUBO§	45682.0	2	22841.0
911005	ANTICUERPOS IRREGULARES, IDENTIFICACIÓN [D, KELL, DUFFY, KIDD Y OTROS] POR MICROTECNICA +	55972.0	2	27986.0
911002	ANTICUERPOS IRREGULARES, TITULACIÓN [D, KELL, DUFFY, KIDD Y OTROS] EN TUBO §	19890.0	2	9945.0
911001	ANTICUERPOS IRREGULARES, TITULACIÓN [D, KELL, DUFFY, KIDD Y OTROS] POR MICROTECNICA +	799161.0	15	53277.4
906406	ANTICUERPOS NUCLEARES EXTRACTABLES TOTALES [ENA] SS-A [Ro] SS-B [La] RNP y Sm +	146914084.0	2395	61341.99749478079
905303	ANTIDEPRESIVOS TRICÍCLICOS, CUANTITATIVO POR CROMATOGRAFÍA LÍQUIDA O DE GASES + INCLUYE: AMITRIPTILINA, NORTRIPTILINA, DESIPRAMINA, CLOMIPRAMINA O IMIPRAMINA	92764.0	7	13252.0
905304	ANTIDEPRESIVOS TRICÍCLICOS, SEMICUANTITATIVO POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA FINA + INCLUYE: AMITRIPTILINA, NORTRIPTILINA, DESIPRAMINA, CLOMIPRAMINA O IMIPRAMINA	109773.0	3	36591.0
906001	ANTIESTREPTOLISINA “O” CUANTITATIVA POR NEFELOMETRÍA	13407899.0	467	28710.70449678801
906002	ANTIESTREPTOLISINA “O” CUANTITATIVA POR TITULACIÓN	24238353.0	1260	19236.788095238095
902006	ANTITROMBINA III POR COAGULACIÓN	321980.0	8	40247.5
902007	ANTITROMBINA III POR CROMÓGENOS	209866.0	5	41973.2
902008	ANTITROMBINA III POR IDR	56495.0	2	28247.5
902009	ANTITROMBINA III POR NEFELOMETRÍA	168744.0	5	33748.8
906603	ANTÍGENO CARCINOEMBRIONARIO [ACE-CEA] +	3710894.0	86	43149.93023255814
906604	ANTÍGENO DE CANCER DE MAMA [CA 15-3] +	784955.0	14	56068.21428571428
906605	ANTÍGENO DE CANCER DE OVARIO [CA 125] +	3592702.0	72	49898.63888888889
906606	ANTÍGENO DE CANCER DE TUBO DIGESTIVO [CA 19-9] +	3000629.0	51	58835.86274509804
906610	ANTÍGENO ESPECÍFICO DE PROSTATA [PSA] +	34864630.0	615	56690.455284552845
906611	ANTÍGENO ESPECÍFICO DE PROSTATA, FRACCIÓN LIBRE +	386412.0	6	64402.0
906302	ANTÍGENO P 24 VIH 1 +	26645.0	1	26645.0
906614	ANTÍGENO POLIPEPTIDO DE TEJIDO O ANTÍGENO DE PROLIFERACION CELULAR [TPA- TPS] POR RIA +	45560.0	1	45560.0
906613	ANTÍGENO POLIPEPTIDO DE TEJIDO O ANTÍGENO DE PROLIFERACION CELULAR [TPA-TPS] POR EIA +	567327.0	7	81046.71428571429
906304	ANTÍGENOS FEBRILES [VIDAL O WEIL FELIX] + INCLUYE: Brucella abortus, Salmonella paratyphi A y B, tiphy H y O, Proteus OX19	290560.0	11	26414.545454545456
871202	APICOGRAMA	435101.0	20	21755.05
780502	APLICACIÓN DE ALOINJERTO ESTRUCTURAL EN DIAFISIS DE FEMUR	90000.0	1	90000.0
935400	APLICACIÓN DE FERULA SOD	61704.0	4	15426.0
912001	APLICACIÓN DE LA UNIDAD DE CRIOPRECIPITADO	41400.0	2	20700.0
912002	APLICACIÓN DE LA UNIDAD DE GLÓBULOS ROJOS O ERITROCITOS	2522011.0	40	63050.275
912003	APLICACIÓN DE LA UNIDAD DE PLAQUETAS	59200.0	1	59200.0
912004	APLICACIÓN DE LA UNIDAD DE SANGRE TOTAL	602800.0	32	18837.5
912005	APLICACIÓN DE PLASMA FRESCO CONGELADO	255180.0	4	63795.0
997105	APLICACIÓN DE RESINA PREVENTIVA	115905.0	40	2897.625
997101	APLICACIÓN DE SELLANTES DE AUTOCURADO	656115.0	68	9648.75
997102	APLICACIÓN DE SELLANTES DE FOTOCURADO	239440.0	17	14084.70588235294
935305	APLICACIÓN O CAMBIO DE YESO EN PIE	59267.0	3	19755.666666666668
935302	APLICACIÓN O CAMBIO DE YESO PARA INMOVILIZACION EN MANO	127464.0	4	31866.0
935304	APLICACIÓN O CAMBIO DE YESO PARA INMOVILIZACION EN MIEMBRO INFERIOR (MUSLO, PIERNA O TOBILLO)	451326.0	9	50147.333333333336
935301	APLICACIÓN O CAMBIO DE YESO PARA INMOVILIZACION EN MIEMBRO SUPERIOR (EXCEPTO MANO)	588221.0	13	45247.769230769234
903411	APOLIPOPROTEÍNAS A1 POR NEFELOMETRÍA	77045.0	2	38522.5
903413	APOLIPOPROTEÍNAS A1 POR TURBIDIMETRÍA	36360.0	1	36360.0
908501	ARILSULFATASA B, EN SUERO Y LEUCOCITOS	2457306.0	184	13354.923913043478
316501	ARITENOPEXIA VÍA EXTERNA	19581.0	2	9790.5
905709	ARSENICO EN ORINA O SANGRE POR ABSORCIÓN ATÓMICA	1474.0	9	163.77777777777777
874111	ARTERIOGRAFIA DE CAROTIDA EXTERNA BILATERAL SELECTIVA EXTRACRANENANA	280895.0	25	11235.8
874121	ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA EXTRACRANENANA	76704.0	9	8522.666666666666
878912	ARTERIOGRAFIA PERIFERICA A TRAVES DE CATETER PREVIAMENTE COLOCADO	85100.0	1	85100.0
878201	ARTERIOGRAFIA PERIFERICA DE UNA EXTREMIDAD INFERIOR POR PUNCIÓN +	55000.0	1	55000.0
761201	ARTROCENTESIS DIAGNOSTICA DE ARTICULACION TEMPOROMANDIBULAR	2371764.0	50	47435.28
812600	ARTRODESIS CARPOMETACARPIANA SOD +	54340.0	1	54340.0
811702	ARTRODESIS DE ARTEJO (UNO O MAS) +	109858.0	2	54929.0
812700	ARTRODESIS METACARPO-FALANGICA SOD +	164980.0	2	82490.0
810101	ARTRODESIS OCCIPITOCERVICAL MEDIANTE TECNICA TRANSORAL SIN INSTRUMENTACIÓN	58000.0	3	19333.333333333332
810104	ARTRODESIS OCCIPITOCERVICAL VÍA POSTERIOR CON INSTRUMENTACIÓN SIMPLE	713.0	1	713.0
878831	ARTROGRAFIA DE TOBILLO	208130.0	2	104065.0
817203	ARTROPLASTIA METACARPO-FALANGICA (UNA O MAS)	2331.0	5	466.2
761300	ARTROSCOPIA DIAGNOSTICA FACIAL SOD	165300.0	4	41325.0
801200	ARTROTOMÍA DE CODO SOD	1162.0	1	1162.0
801101	ARTROTOMÍA DE HOMBRO CON EXPLORACIÓN DE ARTICULACIÓN  ACROMIOCLAVICULAR O ESTERNO CLAVICULAR	9158.0	74	123.75675675675676
801500	ARTROTOMÍA DE PELVIS SOD	5148.0	6	858.0
801600	ARTROTOMÍA DE RODILLA SOD	94600.0	1	94600.0
801800	ARTROTOMÍA EN PIE SOD	75900.0	1	75900.0
202400	ASPIRACION DE OIDO MEDIO O CAVIDAD MASTOIDEA SOD +	137147.0	4	34286.75
819101	ASPIRACIÓN ARTICULAR	7001198.0	222	31536.92792792793
829200	ASPIRACIÓN DE BURSA DE MANO SOD	17342.0	1	17342.0
839400	ASPIRACIÓN DE BURSA SOD	347707.0	7	49672.42857142857
571110	ASPIRACIÓN PERCUTANEA DE VEJIGA	52700.0	1	52700.0
903807	ASPIRADO GASTRICO [EXAMEN FÍSICO Y CITOQUÍMICO CON RECUENTO DE POLIMORFO NUCLEARES]	163784.0	4	40946.0
890110	ATENCION [VISITA] DOMICILIARIA, POR FONIATRIA Y FONOAUDIOLOGÍA +	54150.0	2	27075.0
954104	AUDIOMETRIA POR JUEGO CONDICIONADO +	45400.0	1	45400.0
954102	AUDIOMETRIA POR OBSERVACIÓN DEL COMPORTAMIENTO (BOA) +	64910.0	6	10818.333333333334
954100	AUDIOMETRIA SOD § INCLUYE: POR TECNICAS COMO REACTOMETRIA, POR OBSERVACIÓN DEL COMPORTAMIENTO, POR REFUERZO VISUAL, POR JUEGO CONDICIONADO, POR LOGOAUDIOMETRIA, MEDIDAS DE COMUNICACIÓN FUNCIONAL, O POR TONOS PUROS AEREOS Y OSEOS CON ENMASCARAMIENTO; AQUEL	331061.0	18	18392.277777777777
954107	AUDIOMETRÍA DE TONOS PUROS AEREOS Y ÓSEOS CON EMASCARAMIENTO [AUDIOMETRIA TONAL] +	3440177.0	205	16781.351219512195
954103	AUDIOMETRÍA POR REFUERZO VISUAL (VRA) +	51522.0	81	636.074074074074
908201	AZUCARES POR CROMATOGRAFÍA	3456642.0	375	9217.712
907001	AZUCARES REDUCTORES EN HECES +	713802.0	14	50985.857142857145
907101	AZUCARES REDUCTORES EN ORINA §	114552.0	3	38184.0
901201	Actinomyces, CULTIVO HONGOS	504542.0	19	26554.842105263157
906050	Actynomices ANTICUERPOS	128170.0	3	42723.333333333336
906101	Actynomices, ANTICUERPOS +	1048190.0	25	41927.6
906201	Adenovirus, ANTICUERPOS Ig G POR EIA +	75100.0	1	75100.0
906301	Adenovirus, ANTÍGENO +	36900.0	1	36900.0
906305	Arbovirus, ANTÍGENO §	4113805.0	64	64278.203125
906333	Aspergillus spp ANTÍGENO [GALACTOMANAN] SEMIAUTOMATIZADO O AUTOMATIZADO	15415.0	1	15415.0
903808	BALANCE NITROGENADO [ÍNDICE CATABÓLICO]	147342.0	14	10524.42857142857
906481	BETA 2 GLICOPROTEINA I Ig G SEMIAUTOMATIZADO O AUTOMATIZADO	381200.0	6	63533.333333333336
906482	BETA 2 GLICOPROTEINA I Ig M SEMIAUTOMATIZADO O AUTOMATIZADO	315200.0	5	63040.0
906801	BETA 2 GLICOPROTEÍNA I	4736139.0	68	69649.10294117648
906620	BETA 2 MICROGLOBULINA EN CUALQUIER MUESTRA +	1954447.0	57	34288.54385964912
901301	BETA LACTAMASA, PRUEBA DE PENICILINASA	295425.0	18	16412.5
953800	BETATERAPIA SOD +	3853.0	1	3853.0
903003	BICARBONATO +	96900.0	2	48450.0
903809	BILIRRUBINAS TOTAL Y DIRECTA	25451527.0	2205	11542.642630385488
952000	BIOMETRIA OCULAR SOD	387371.0	8	48421.375
261200	BIOPSIA ABIERTA DE GLANDULA O CONDUCTO SALIVAL SOD §	3265570.0	48	68032.70833333333
061200	BIOPSIA ABIERTA DE GLANDULA TIROIDES SOD	257552.0	3	85850.66666666667
261202	BIOPSIA ABIERTA DE GLÁNDULA O CONDUCTO SALIVAL	60375.0	1	60375.0
542200	BIOPSIA ABIERTA DE PARED ABDOMINAL U OMBLIGO SOD	171890.0	2	85945.0
803601	BIOPSIA ARTICULAR DE RODILLA VÍA ABIERTA	99500.0	1	99500.0
501002	BIOPSIA CERRADA (PERCUTÁNEA) (AGUJA) DE HÍGADO	85244.0	1	85244.0
601101	BIOPSIA CERRADA [PERCUTANEA] [CON AGUJA] DE PRÓSTATA POR ABORDAJE TRANSRECTAL	380.0	1	380.0
413201	BIOPSIA CERRADA [POR ASPIRACION] [PERCUTANEA] DE BAZO	159469.0	2	79734.5
261100	BIOPSIA CERRADA [PUNCIÓN] [ASPIRACION CON AGUJA FINA] DE GLANDULA O CONDUCTO SALIVAL SOD	3162722.0	38	83229.52631578948
250100	BIOPSIA CERRADA [PUNCIÓN] [ASPIRACION CON AGUJA FINA] DE LENGUA SOD	150.0	4	37.5
671200	BIOPSIA DE CUELLO UTERINO (CERVIX) SOD +	153464.0	3	51154.666666666664
342700	BIOPSIA DE DIAFRAGMA SOD	580.0	2	290.0
681603	BIOPSIA DE ENDOMETRIO POR ASPIRACION §	103800.0	1	103800.0
774002	BIOPSIA DE HUESO EN SITIO NO ESPECIFICADO, VÍA PERCUTANEA	111720.0	2	55860.0
033200	BIOPSIA DE MEDULA ESPINAL O MENINGES ESPINALES SOD+	35322.0	1	35322.0
011200	BIOPSIA DE MENINGE CEREBRAL SOD §	4217.0	2	2108.5
681310	BIOPSIA DE MIOMETRIO POR LAPAROTOMÍA	1808.0	3	602.6666666666666
150100	BIOPSIA DE MÚSCULO O TENDÓN EXTRAOCULAR SOD +	33678.0	1	33678.0
342300	BIOPSIA DE PARED TORACCICA SOD	87656.0	1	87656.0
081100	BIOPSIA DE PARPADO SOD	40790.0	256	159.3359375
641100	BIOPSIA DE PENE SOD	34200.0	1	34200.0
860101	BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE	1328474.0	20	66423.7
832100	BIOPSIA DE TEJIDO BLANDO: MUSCULOS, TENDON, FASCIA Y BURSA (INCLUYENDO MANO) SOD	97266.0	1	97266.0
382102	BIOPSIA DE VASO SANGUINEO PROFUNDO	30.0	2	15.0
261201	BIOPSIA ESCISIONAL DE GLANDULA SALIVAL MENOR (CON CONDUCTO SALIVAL)	825474.0	15	55031.6
272302	BIOPSIA ESCISIONAL DE LABIO	64734.0	1	64734.0
250203	BIOPSIA ESCISIONAL DE LENGUA	86344.0	1	86344.0
272301	BIOPSIA INCISIONAL DE LABIO	25400.0	1	25400.0
860102	BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA)	395522.0	7	56503.142857142855
332601	BIOPSIA PERCUTANEA DE PULMON CON AGUJA FINA O CORTANTE +	50624.0	1	50624.0
413101	BIOPSIA POR ASPIRACION DE MEDULA OSEA	224830.0	3	74943.33333333333
061100	BIOPSIA POR ASPIRACION [PERCUTANEA] DE TIROIDES (TRU CUT) SOD +	852861.0	15	56857.4
851101	BIOPSIA POR PUNCIÓN CON AGUJA FINA DE MAMA	143.0	5	28.6
053107	BLOQUEO DE NERVIO FRENICO	1035095.0	38	27239.342105263157
053101	BLOQUEO DE NERVIO SIMPATICO UNICO	321961.0	6	53660.166666666664
053103	BLOQUEO DE PLEJO LUMBOSACRO	252225.0	6	42037.5
053105	BLOQUEO DE UNION MIONEURAL	4642004.0	85	54611.81176470588
053106	BLOQUEO PARACERVICAL BILATERAL	497484.0	6	82914.0
053113	BLOQUEO REGIONAL CONTINUO	80906.0	2	40453.0
053114	BLOQUEO SIMPATICO REGIONAL (CERVICAL, TORACICO O LUMBAR) +	219960.0	6	36660.0
922601	BRAQUITERAPIA INTERSTICIAL CON ALTA TASA DE DOSIS	15800.0	9	1755.5555555555557
922603	BRAQUITERAPIA INTRALUMINAL CON ALTA TASA DE DOSIS	80000.0	1	80000.0
332201	BRONCOSCOPIA FIBRO-ÓPTICA CON LAVADO BRONQUIAL	98867.0	1	98867.0
835100	BURSECTOMÍA ABIERTA SOD +	166303.0	2	83151.5
906103	Blastomyces, ANTICUERPOS +	22793.0	1	22793.0
906306	Bordetella pertusis, ANTÍGENO *+	166300.0	3	55433.333333333336
901202	Bordetella pertusis, CULTIVO	46400.0	1	46400.0
906008	Borrelia burgdorferi, ANTICUERPOS Ig G -ENF. DE LYME- +	21880.0	1	21880.0
906013	Brucella, PRUEBA DE BANQ EN TUBO +	9228.0	1	9228.0
903603	CALCIO ABSORCIÓN ATÓMICA	1711681.0	71	24108.183098591548
903811	CALCIO EN ORINA DE 24 H POR COLORIMETRÍA +	927931.0	282	3290.5354609929077
903873	CALCIO EN ORINA PARCIAL	2848032.0	459	6204.862745098039
903604	CALCIO IONICO	18326881.0	560	32726.573214285716
903810	CALCIO POR COLORIMETRÍA *+	20235524.0	3229	6266.808299783214
906621	CALCITONINA +	168333.0	7	24047.571428571428
903005	CALCULO RENAL, ANALISIS FÍSICO-QUÍMICO CUANTITATIVO +	62583.0	3	20861.0
905717	CANNABINOIDES, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA FINA O INMUNOENSAYO +  INCLUYE: MARIHUANA	183000.0	10	18300.0
903812	CAPACIDAD DE COMBINACIÓN DEL HIERRO [TIBC]	1171638.0	49	23910.979591836734
893806	CAPACIDAD DE DIFUSIÓN CON MONOXIDO DE CARBONO	8727154.0	124	70380.2741935484
382305	CAPILAROSCOPIA §	995000.0	29	34310.34482758621
819341	CAPSULORRAFIA ARTICULAR EN MUÑECA (UNA O MAS)	107712.0	1	107712.0
136502	CAPSULOTOMIA CON LASER	49600.0	1	49600.0
804302	CAPSULOTOMÍA INTERFALANGICA (UNA O MAS)	476.0	2	238.0
804301	CAPSULOTOMÍA METACARPOFALANGICA (UNA O MAS)	18100.0	1	18100.0
920201	CAPTACION TIROIDEA DE I - 131 A 4 Y/ O 24 HORAS	115345.0	4	28836.25
905206	CARBAMAZEPINA, CUANTITATIVA POR NEFELOMETRÍA	27736.0	2	13868.0
905207	CARBAMAZEPINA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA FINA	147005.0	4	36751.25
906407	CARDIOLIPINA, ANTICUERPOS Ig A POR EIA +	4265196.0	75	56869.28
906408	CARDIOLIPINA, ANTICUERPOS Ig G POR EIA +	39549308.0	1078	36687.66975881262
906409	CARDIOLIPINA, ANTICUERPOS Ig M POR EIA +	36033117.0	961	37495.43912591051
908404	CARIOTIPO CON BANDEO G EN CUALQUIER TIPO DE MUESTRA	1302800.0	85	15327.058823529413
908410	CARIOTIPO PARA CROMOSOMA FILADELFIA	1815238.0	286	6346.986013986014
903008	CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS [ADRENALINA O EPINEFRINA  Y NORADRENALINA O NOREPINEFRINA] EN PLASMA +	97768.0	3	32589.333333333332
903009	CATECOLAMINAS TOTALES EN ORINA DE 24 H +	20995.0	1	20995.0
389300	CATETERISMO O CANALIZACION DE VENA SOD	216467.0	6	36077.833333333336
906410	CELULAS DE PURKINGE, ANTICUERPOS +	24252.0	1	24252.0
902101	CELULAS L.E.	611604.0	87	7029.931034482759
906411	CELULAS PARIETALES, ANTICUERPOS +	223706.0	9	24856.222222222223
906413	CENTRÓMERO, ANTICUERPOS POR IFI +	2718577.0	70	38836.81428571429
903416	CERULOPLASMINA POR IDR	145036.0	6	24172.666666666668
903417	CERULOPLASMINA POR NEFELOMETRÍA	361024.0	9	40113.77777777778
905502	CICLOSPORINA A Y METABOLITOS	527326.0	206	2559.8349514563106
295201	CIERRE DE FÍSTULA BRANQUIAL	4084.0	3	1361.3333333333333
199100	CIERRE DE FÍSTULA PERILINFATICA DE OÍDO MEDIO SOD +	10200.0	2	5100.0
887002	CINEANGIOGRAFIA §	207222.0	2	103611.0
887001	CINERADIOGRAFÍA NCOC +	131800.0	4	32950.0
849501	CIRUGIA RECONSTRUCTIVA MULTIPLE: OSTEOTOMIAS Y/O FIJACION INTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS] EN FEMUR, TIBIA Y PERONE; TRANSFERENCIAS MUSCULOTENDINOSAS; TENOTOMIAS Y/O ALARGAMIENTOS TENDINOSOS EN MUSLO, PIERNA Y PIE TRIPLE ARTRODESIS EN PI	30360.0	1	30360.0
920103	CISTERNOGAMAGRAFÍA	97495.0	1	97495.0
874200	CISTERNOGRAFIA SOD +	1037648.0	31	33472.51612903226
892800	CISTOMETRIA SOD +	261.0	4	65.25
573201	CISTOSCOPIA TRANSURETRAL	5026.0	8	628.25
906414	CITOPLASMA DE NEUTRÓFILOS, ANTICUERPOS TOTALES [C-ANCA O P-ANCA] POR EIA +	11808561.0	203	58170.251231527094
906415	CITOPLASMA DE NEUTRÓFILOS, ANTICUERPOS TOTALES [C-ANCA O P-ANCA] POR IFI +	6427079.0	123	52252.67479674797
906466	CITRULINA ANTICUERPOS [ANTI PÉPTIDO CÍCLICO CITRULINADO] SEMIAUTOMATIZADO O AUTOMATIZADO	9100870.0	204	44612.10784313725
903880	CLORO EN ORINA PARCIAL	3616.0	1	3616.0
903813	CLORO [CLORURO]	4194276.0	548	7653.788321167884
903814	CLORO [CLORURO] EN ORINA DE 24 H	213787.0	19	11251.947368421053
905307	CLORPROMAZINA +	24377.0	1	24377.0
872520	COLANGIOGRAFIA - TOMOGRAFIA	53172.0	3	17724.0
877601	COLANGIOGRAFIA POR TUBO EN LA VÍA BILIAR [PERCUTANEA]	101.0	1	101.0
903815	COLESTEROL DE ALTA DENSIDAD [HDL]	67254188.0	6605	10182.31461014383
903816	COLESTEROL DE BAJA DENSIDAD [LDL] ENZIMATICO	29807119.0	2303	12942.735128093791
903817	COLESTEROL DE BAJA DENSIDAD [LDL] INMUNOLÓGICO DIRECTO	2321025.0	103	22534.223300970873
903818	COLESTEROL TOTAL	91499538.0	7849	11657.477130844694
903419	COLINESTERASA EN ERITROCITOS [VERDADERA O ACETILCOLINESTERASA] *	21600.0	1	21600.0
896001	COLOCACION DE CATETER REF (FRACCION DE EYECCION VENTRICULO DERECHO)	99300.0	5	19860.0
452301	COLONOSCOPIA TOTAL §	116260.0	2	58130.0
901102	COLORACIÓN ACIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA *+ INCLUYE: Isospora belli, Cryptosporidium	141374.0	9	15708.222222222223
901101	COLORACIÓN ACIDO ALCOHOL RESISTENTE [ZIELH-NIELSEN] Y LECTURA O BACILOSCOPIA *	7198690.0	434	16586.84331797235
901103	COLORACIÓN ALBERT [LOEFFLER] Y LECTURA+	200.0	5	40.0
