code	label	costo_procedimiento	numero_personas_atendidas	costo_proc_usuario
186	RECONSTRUCCIÓN DE CONDUCTO AUDITIVO EXTERNO	2411.0	2.0	1205.5
187	OTRA REPARACIÓN DEL OIDO EXTERNO INCLUYE: AQUELLA POR CUALQUIER CAUSA CONGENITA O ADQUIRIDA (TRAUMA)	68220.0	1.0	68220.0
190	MOVILIZACIÓN DEL ESTRIBO Excluye: AQUELLA CON ESTAPEDECTOMIA SIMULTANEA (19.1)	9800.0	1.0	9800.0
199	OTRA REPARACIÓN DE OIDO MEDIO	10200.0	2.0	5100.0
202	INCISIÓN DE MASTOIDES Y OÍDO MEDIO	241276.0	4.0	60319.0
210	CONTROL DE EPISTAXIS	272523.0	10.0	27252.3
211	INCISIÓN NASAL	87646.0	3.0	29215.333333333332
217	REDUCCIÓN DE FRACTURA NASAL	470700.0	1.0	470700.0
218	REPARACIÓN Y PLASTIAS EN LA PIRAMIDE NASAL INCLUYE: AQUELLA  PARA CORRECCIÓN DE APLANAMIENTO DE FOSAS NASALES, EN SILLA DE MONTAR, Y RINOPLASTIA SECUNDARIA	2157238.0	25.0	86289.52
220	ASPIRACIÓN Y LAVADO DE SENO MAXILAR	182340.0	409.0	445.81907090464546
221	PROCEDIMIENTOS DIAGNÓSTICOS EN SENOS PARANASALES	9800024.0	7.0	1400003.4285714286
222	ANTROTOMÍA INTRANASAL	1650894.0	1.0	1650894.0
226	OTRA SINUSECTOMÍA (ESCISIÓN DE LESION) PARANASAL	4107503.0	8.0	513437.875
230	EXODONCIA SIMPLE (EXTRACCIÓN DE DIENTE CON FORCEPS)	2348962.0	129.0	18209.007751937985
231	EXODONCIA QUIRURGICA (EXTRACCIÓN QUIRURGICA DE DIENTES)	2643533.0	12.0	220294.41666666666
232	RESTAURACION DE DIENTES MEDIANTE OBTURACIONES [OPERATORIA DENTAL]	15487658.0	381.0	40650.02099737533
234	INSERCIÓN DE CORONAS Y PROTESIS	16968800.0	6.0	2828133.3333333335
236	IMPLANTE DENTAL PROTESICO	14460000.0	1.0	14460000.0
237	TERAPIA DE CONDUCTO RADICULAR Y PROCEDIMIENTOS ENDODONTICOS	1698104.0	22.0	77186.54545454546
240	INCISIÓN DE ENCÍA O HUESO ALVEOLAR	1146.0	3.0	382.0
241	PROCEDIMIENTOS DIAGNÓSTICOS EN DIENTES, ENCIAS Y ALVEOLOS	192908.0	1.0	192908.0
242	REPARACIÓN Y PLASTIA PERIODONTAL [CIRUGIA PERIODONTAL] +	1194800.0	1.0	1194800.0
244	ESCISIÓN DE LESIÓN MAXILAR DE ORIGEN DENTARIO	248738.0	1.0	248738.0
247	APLICACIÓN DE DISPOSITIVO ORTODONTICO [ORTODONCIA Y ORTOPEDIA] INCLUYE: ESTUDIO COMPLETO	1194000.0	1.0	1194000.0
248	OTROS PROCEDIMIENTOS ORTODÓNTICOS	219200.0	1.0	219200.0
250	PROCEDIMIENTOS DIAGNÓSTICOS EN LENGUA	476862.0	6.0	79477.0
261	PROCEDIMIENTOS DIAGNÓSTICOS EN GLANDULAS Y CONDUCTOS SALIVALES	101463764.0	566.0	179264.60070671377
262	ESCISIÓN DE LESIÓN DE GLANDULA SALIVAL	205487.0	1.0	205487.0
263	SIALOADENECTOMÍA	1708008.0	1.0	1708008.0
264	REPARACIÓN DE GLANDULAS O CONDUCTOS SALIVALES	244681.0	1.0	244681.0
271	INCISIÓN DE PALADAR	18254.0	1.0	18254.0
272	PROCEDIMIENTOS DIAGNÓSTICOS EN CAVIDAD ORAL	306834.0	3.0	102278.0
274	ESCISIÓN DE OTRAS PARTES DE LA BOCA	1589238.0	2.0	794619.0
275	REPARACIÓN PLASTICA DE BOCA Excluye: PALATOPLASTIA (27.6)	833599.0	1.0	833599.0
277	PROCEDIMIENTOS EN ÚVULA	216.0	1.0	216.0
290	FARINGOTOMÍA Excluye: EXTRACCCION DE CUERPO EXTRAÑO SIN INCISIÓN (98.1.3); INCISIÓN Y DRENAJE DE AMIGDALA Y ESTRUCTURAS PERIAMIGDALARES (28.0)	1223100.0	1.0	1223100.0
291	PROCEDIMIENTOS DIAGNÓSTICOS EN FARINGE	157400.0	2.0	78700.0
293	ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE FARINGE	1440.0	4.0	360.0
295	OTRA REPARACIÓN DE FARINGE (CON COLGAJOS LIBRES O PEDICULADOS) +	4084.0	3.0	1361.3333333333333
296	OTROS PROCEDIMIENTOS EN FARINGE	105095.0	4.0	26273.75
300	ESCISIÓN O ABLACIÒN DE LESIÓN O TEJIDO DE LARINGE INCLUYE: AQUELLA  POR LESIONES EN LARINGE O CUERDA VOCAL (BORDE LIBRE O INTRACORDAL): PAPILOPILOMATOSIS LARINGEA, MEMBRANA CONGENITA LARINGEA; QUISTE SUBMUCOSO, NODULO, PÓLIPO, GRANULOMA DE PLIEGUE VOCAL,	462.0	4.0	115.5
310	INYECCIÓN EN LARINGE	260000.0	2.0	130000.0
311	TRAQUEOTOMÍAS Y TRAQUEOSTOMIAS	668315.0	1.0	668315.0
313	EXTRACCIÓN DE CUERPO EXTRAÑO DE TRAQUEA O LARINGE	48268.0	11.0	4388.0
314	PROCEDIMIENTOS DIAGNÓSTICOS EN LARINGE Y TRAQUEA	49704831.0	21.0	2366896.714285714
316	REPARACIÓN DE LARINGE	45846.0	9.0	5094.0
322	ESCISIÓN LOCAL O ABLACIÓN DE LESIÓN O TEJIDO PULMONAR INCLUYE: AQUELLA  POR ENFISEMA PULMONAR ENTRE OTRAS CAUSAS	6283935.0	1.0	6283935.0
323	RESECCIÓN SEGMENTARIA DE PULMON	15799338.0	2.0	7899669.0
332	PROCEDIMIENTOS DIAGNÓSTICOS EN PULMON Y BRONQUIO	20495458.0	44.0	465805.86363636365
340	INCISIÓN DE PARED TORACCICA Y PLEURAL Excluye: AQUELLA EMPLEADA COMO VÍA DE ABORDAJE QUIRURGICO-OMITIR CODIGO	5987100.0	23.0	260308.69565217392
341	INCISIÓN DE MEDIASTINO	250307.0	1.0	250307.0
342	PROCEDIMIENTOS DIAGNÓSTICOS EN PARED TORACCICA, PLEURA, MEDIASTINO Y DIAFRAGMA	2406171.0	7.0	343738.71428571426
360	ABLACIÒN O ELIMINACION DE OBSTRUCCION DE ARTERIA CON O SIN IMPLANTE DE PROTESIS INTRACORONARIA (STENT)	6859000.0	3.0	2286333.3333333335
361	ANASTOMOSIS PARA REVASCULARIZACIÓN MIOCARDICA SimultAneo:  CUANDO SE REALICE DERIVACIÓN CARDIOPULMONAR [CIRCULACION EXTRACORPOREA] (39.6.1)	1038240.0	2.0	519120.0
370	PROCEDIMIENTOS EN EL PERICARDIO	241830.0	1.0	241830.0
372	PROCEDIMIENTOS DIAGNÓSTICOS EN CORAZON Y PERICARDIO	9204914.0	3.0	3068304.6666666665
377	IMPLANTACION,REVISIÓN,SUSTITUCION Y ELIMINACION DE ELECTRODOS DE MARCAPASO; IMPLANTACIÓN DE SISTEMA DE MARCAPASO TEMPORAL; O REVISIÓN DE BOLSA SimultAneo:  CUALQUIER IMPLANTE DE MARCAPASOS (37.8)	4176800.0	1.0	4176800.0
378	INSERCIÓN, SUSTITUCION, REVISIÓN Y ELIMINACION DE APARATOS MARCAPASOS	3170369.0	10.0	317036.9
379	OTROS PROCEDIMIENTOS EN CORAZON Y PERICARDIO	2006174.0	3.0	668724.6666666666
380	TROMBOEMBOLECTOMIA INCLUYE:  TROMBECTOMIA, TROMBOLISIS, EMBOLECTOMIA	321800.0	3.0	107266.66666666667
382	PROCEDIMIENTOS DIAGNÓSTICOS EN VASOS SANGUINEOS	1972798.0	51.0	38682.313725490196
383	RESECCIÓN DE VASO CON ANASTOMOSIS INCLUYE: ANGIECTOMIA, ESCISIÓN DE LESIÓN EN VASO SANGUINEO (ANEURISMAS, FISTULAS AV MALFORMACION AV) CONGENITA O ADQUIRIDA Excluye: REVASCULARIZACIÓN CARDIACA (36.2)	3749753.0	124.0	30239.9435483871
384	RESECCIÓN DE VASO CON SUSTITUCION INCLUYE: ANGIECTOMIA CON SUSTITUCION, ESCISIÓN DE LESIÓN EN VASO (ANEURISMAS, FISTULAS AV) CONGENITAS O ADQUIRIDAS; RECONSTRUCCION SIMULTANEA DE VASO SANGUINEO CON INJERTO O PARCHE SINTETICO	160022.0	7.0	22860.285714285714
385	OCLUSIÓN, PINZAMIENTO O LIGADURA DE VASOS SANGUINEOS INCLUYE: AQUELLA POR ANEURISMA, MALFORMACION AV, FISTULA AV U OTRA LESIÓN DE VASO SANGUINEO, EMBOLIZACION VÍA ENDOVASCULAR	1601195.0	2.0	800597.5
388	LIGADURA Y ESCISIÓN DE VENAS VARICOSAS Excluye: LIGADURA DE VARICES ESOFAGICAS (42.9.1) Y GASTRICAS (44.9.1)	4620.0	9.0	513.3333333333334
389	PUNCIÓN DE VASO Excluye: AQUELLA PARA MONITORIZACION CIRCULATORIA (89.6)	18407485.0	82.0	224481.5243902439
392	RECONSTRUCCION, ANASTOMOSIS O DERIVACIÓN O PUENTES DE VASOS NO CORONARIOS	1166865.0	4.0	291716.25
394	REVISIÓN DE PROCEDIMIENTO VASCULAR	87500.0	1.0	87500.0
395	OTRA REPARACIÓN O RECONSTRUCCION DE VASOS SANGUINEOS	2236497.0	3.0	745499.0
399	OTROS PROCEDIMIENTOS EN VASOS SANGUINEOS	8388555.0	8.0	1048569.375
401	PROCEDIMIENTOS DIAGNÓSTICOS EN ESTRUCTURAS LINFATICAS	2894185.0	6.0	482364.1666666667
402	ESCISIÓN SIMPLE DE ESTRUCTURA LINFATICA	1249158.0	1.0	1249158.0
406	PROCEDIMIENTOS EN CONDUCTO TORACICO	206062.0	5.0	41212.4
413	PROCEDIMIENTOS DIAGNÓSTICOS EN MEDULA OSEA Y BAZO	4948797.0	18.0	274933.1666666667
419	OTROS PROCEDIMIENTOS EN BAZO Y MEDULA OSEA	685720.0	1.0	685720.0
422	PROCEDIMIENTOS DIAGNÓSTICOS EN ESÓFAGO	11949538.0	101.0	118312.25742574257
429	OTROS PROCEDIMIENTOS DE ESÓFAGO	1331314.0	4.0	332828.5
431	GASTROSTOMIA	437300.0	1.0	437300.0
434	ESCISIÓN LOCAL ENDOSCÓPICA DE LESIÓN O TEJIDO DE ESTOMAGO	702155.0	2.0	351077.5
441	PROCEDIMIENTOS DIAGNÓSTICOS EN EL ESTOMAGO	1564841.0	10.0	156484.1
444	CONTROL DE HEMORRAGIA Y SUTURA DE ÚLCERA GASTRICA O DUODENAL	23971944.0	3.0	7990648.0
451	PROCEDIMIENTOS DIAGNÓSTICOS EN EL INTESTINO DELGADO	274930722.0	984.0	279401.14024390245
452	PROCEDIMIENTOS DIAGNÓSTICOS EN INTESTINO GRUESO	207959307.0	346.0	601038.4595375722
454	ESCISIÓN LOCAL DE LESIÓN O TEJIDO DE INTESTINO GRUESO	1151101.0	3.0	383700.3333333333
457	RESECCIÓN PARCIAL DE INTESTINO GRUESO	1557700.0	1.0	1557700.0
460	EXTERIORIZACION DE INTESTINO (ENTEROSTOMIA)	246000.0	2.0	123000.0
468	DILATACIÓN Y OTRA MANIPULACION DE INTESTINO	1707154.0	2.0	853577.0
469	OTROS PROCEDIMIENTOS EN EL INTESTINO	113190.0	1.0	113190.0
471	RESECCIÓN DE APENDICE	591220.0	1.0	591220.0
482	PROCEDIMIENTOS DIAGNÓSTICOS EN RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL	3363734.0	20.0	168186.7
492	PROCEDIMIENTOS DIAGNÓSTICOS EN ANO Y TEJIDO PERIANAL	271200.0	1.0	271200.0
501	PROCEDIMIENTOS DIAGNÓSTICOS EN HIGADO	3019827.0	9.0	335536.3333333333
505	TRASPLANTE DE HÍGADO	320694.0	1.0	320694.0
510	COLECISTOTOMIA Y COLECISTOSTOMIA	198824.0	1.0	198824.0
511	PROCEDIMIENTOS DIAGNÓSTICOS EN LA VÍA BILIAR PRINCIPAL	151400.0	1.0	151400.0
512	RESECCIÓN DE LESIÓN O TEJIDO DE VESICULA BILIAR Y VÍAS BILIARES	10750353.0	5.0	2150070.6
530	REPARACIÓN UNILATERAL DE HERNIA INGUINAL	2314927.0	3.0	771642.3333333334
534	REPARACIÓN DE HERNIA UMBILICAL	1317806.0	3.0	439268.6666666667
535	REPARACIÓN DE OTRA HERNIA DE PARED ABDOMINAL ANTERIOR	537652.0	2.0	268826.0
541	LAPAROTOMÍA Excluye: COMO VÍA DE ACCESO QUIRURGICO – OMITIR CODIGO	24375645.0	12.0	2031303.75
542	PROCEDIMIENTOS DIAGNÓSTICOS DE LA REGION ABDOMINAL INCLUYE:PERITONEO	1280204.0	5.0	256040.8
545	LISIS DE ADHERENCIAS PERITONEALES	185100.0	1.0	185100.0
547	OTRA REPARACIÓN DE PARED ABDOMINAL Y PERITONEO	55780.0	19.0	2935.7894736842104
549	OTROS PROCEDIMIENTOS DE LA REGION ABDOMINAL	11524507.0	35.0	329271.6285714286
550	NEFROTOMÍA Y NEFROSTOMIA Excluye: DRENAJE POR ANASTOMOSIS(55.86), ASPIRACIÓN(55.92) E INCISIÓN DE PELVIS RENAL(55.11-55.12)	493.0	12.0	41.083333333333336
552	PROCEDIMIENTOS DIAGNÓSTICOS EN RIÑÓN Y TEJIDOS PERIRENALES	3953831.0	10.0	395383.1
553	ESCISIÓN LOCAL DE LESIÓN RENAL	1063618.0	1.0	1063618.0
554	NEFRECTOMÍA PARCIAL  Excluye: NEFROURETERECTOMIA(55.5.1)	40800.0	2.0	20400.0
556	TRASPLANTE DE RIÑÓN	28098848.0	2.0	14049424.0
558	OTRAS REPARACIONES EN RIÑÓN	1403000.0	1.0	1403000.0
559	OTROS PROCEDIMIENTOS EN RIÑÓN Excluye: LIBERACIÓN O LISIS DE ADHERENCIAS PERIRENALES O PERIURETERALES(59.02, 5903)	3063904.0	8.0	382988.0
560	REMOCIÓN TRANSURETRAL [ENDOSCÓPICA] DE OBSTRUCCION EN URETER O PELVIS RENAL Excluye: AQUELLA MEDIANTE INCISIÓN(55.1.1-56.2)	2936295.0	2.0	1468147.5
565	FORMACIÓN DE DERIVACIÓNES URINARIAS	60000.0	1.0	60000.0
569	OTROS PROCEDIMIENTOS EN URETER	33995.0	1.0	33995.0
571	CISTOTOMÍAS Y CISTOSTOMÍAS Excluye:CISTOTOMIAS Y CISTOSTOMÍAS COMO ACCESO OPERATORIO- OMITIR CÓDIGO	52700.0	1.0	52700.0
573	PROCEDIMIENTOS DIAGNÓSTICOS EN VEJIGA	4930781.0	21.0	234799.09523809524
579	OTROS PROCEDIMIENTOS EN VEJIGA	233340.0	15.0	15556.0
583	ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO URETRAL Excluye: BIOPSIA DE URETRA (58.23), ESCISIÓN DE GLANDULA BULBOURETRAL (58.91) FISTULECTOMÍA(58.43), URETRECTOMÍA COMO PARTE DE CISTECTOMIA RADFICAL O TOTAL Y EXANTERACIÓN PELVICA(57.70, 57.71)	272990.0	1.0	272990.0
585	LIBERACIÓN DE ESTENOSIS URETRAL	294126.0	1.0	294126.0
586	DILATACIÓN DE URETRA INCLUYE: CALIBRACIÓN URETRAL	1484254.0	2.0	742127.0
599	OTROS PROCEDIMIENTOS EN SISTEMA URINARIO Excluye: EXTRACCIÓN  NO OPERATORIA DE DISPOSITIVO TERAPEUTICO(97.6)	64000.0	2.0	32000.0
601	PROCEDIMIENTOS DIAGNÓSTICOS EN PRÓSTATA Y VESÍCULAS SEMINALES	380.0	1.0	380.0
603	ADENOMECTOMÍA SUPRAPUBICA Excluye: PROSTATECTOMÍA RADICAL (60.5)	8461328.0	1.0	8461328.0
609	OTROS PROCEDIMIENTOS EN PRÓSTATA	7996416.0	1.0	7996416.0
610	INCISIÓN DE ESCROTO Y TUNICA VAGINALIS	695636.0	2.0	347818.0
631	ESCISIÓN DE VARICOCELE E HIDROCELE DE CORDÓN ESPERMATICO	1113510.0	1.0	1113510.0
637	VASECTOMÍA Y LIGADURA DE CONDUCTO DEFERENTE	5286962.0	4.0	1321740.5
639	OTROS PROCEDIMIENTOS EN CORDÓN ESPERMATICO, EPIDÍDIMO Y CONDUCTO DEFERENTE	239793.0	1.0	239793.0
641	PROCEDIMIENTOS DIAGNÓSTICOS EN PENE	34200.0	1.0	34200.0
644	CORRECCIONES Y PLASTIAS EN PENE	198429.0	3.0	66143.0
663	OCLUSIÓN O ABLACIÒN BILATERAL DE TROMPAS DE FALOPIO  Excluye: ABLACIÒN U OCLUSIÓN ENDOSCÓPICA DE TROMPAS DE FALOPIO (66.2)	7630782.0	16.0	476923.875
671	PROCEDIMIENTOS DIAGNÓSTICOS EN CUELLO UTERINO (CERVIX)	555448.0	5.0	111089.6
672	CONIZACIÓN Excluye: CRIOCAUTERIZACIÓN Y ELECTROCAUTERIZACIÓN (67.3)	360135.0	1.0	360135.0
673	OTRA ESCISIÓN O ABLACIÓN DE TEJIDOS DE CUELLO UTERINO (CERVIX)	396928.0	5.0	79385.6
681	PROCEDIMIENTOS DIAGNÓSTICOS EN ÚTERO Y ESTRUCTURAS DE SOPORTE	550072.0	6.0	91678.66666666667
683	HISTERECTOMÍA SUBTOTAL ABDOMINAL	1063618.0	1.0	1063618.0
690	DILATACIÓN Y LEGRADO DE ÚTERO	1763528.0	6.0	293921.3333333333
691	ESCISIÓN Y ABLACIÒN DE LESIÓN O TEJIDO EN ÚTERO Y ESTRUCTURAS DE SOPORTE	1317800.0	2.0	658900.0
697	INSERCIÓN DE DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO	205801.0	4.0	51450.25
699	OTROS PROCEDIMIENTOS EN ÚTERO, CUELLO UTERINO (CERVIX) Y ESTRUCTURAS DE SOPORTE	1506737.0	4.0	376684.25
702	PROCEDIMIENTOS DIAGNÓSTICOS EN VAGINA Y FONDO DE SACO	9157951.0	98.0	93448.47959183673
705	CORRECCIÓN DE CISTOCELE Y RECTOCELE	591220.0	1.0	591220.0
735	PARTO ASISTIDO MANUALMENTE	1461632.0	2.0	730816.0
750	LEGRADO UTERINO OBSTETRICO Excluye: LEGRADO UTERINO GINECOLOGICO (69.0.1)	1179932.0	3.0	393310.6666666667
755	REPARACIÓN DE DESGARRO UTERINO OBSTETRICO ACTUAL	4087244.0	10.0	408724.4
761	PROCEDIMIENTOS DIAGNÓSTICOS EN HUESOS Y ARTICULACIONES FACIALES	27287789.0	98.0	278446.82653061225
765	ARTROPLASTIA TEMPOROMANDIBULAR	770000.0	1.0	770000.0
767	REDUCCIÓN DE FRACTURA FACIAL	255775.0	17.0	15045.588235294117
768	OTROS PROCEDIMIENTOS EN HUESOS Y ARTICULACIONES FACIALES	4459247.0	32.0	139351.46875
770	SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO Excluye: DESBRIDAMIENTO DE FRACTURA ABIERTA (79.60-79.69) Y VERTEBRECTOMÍA (77.89 -77.99)	55312678.0	64.0	864260.59375
772	OSTEOTOMÍA Excluye: AQUELLAS PARA HALLUX VALGUS (77.5.1); PARA PLASTIA DE MALFORMACION DE PIE (77.3) Y ARTEJOS (77.5)	77159231.0	110.0	701447.5545454546
774	BIOPSIA DE HUESO Y PERIOSTO INCLUYE: PERIOSTIO	2202480.0	6.0	367080.0
775	ESCISIÓN Y REPARACIÓN DE HALLUX VALGUS (JUANETE) Y DE OTRAS DEFORMIDADES DE LOS DEDOS DEL PIE	90394573.0	155.0	583190.7935483871
776	ESCISIÓN LOCAL DE LESIÓN OSEA O TEJIDO OSEO Excluye: BIOPSIA DE HUESO(77.40-77.49), DESBRIDAMIENTO DE FRACTURA ABIERTA (79.69)	17452744.0	13.0	1342518.7692307692
777	TOMA DE INJERTO ÓSEO	4352138.0	15.0	290142.5333333333
778	RESECCIÓN PARCIAL OSEA INCLUYE: AQUELLA POR TUMORES BENIGNOS, MALIGNOS, PRIMARIOS O METASTASICOS; CONDILECTOMÍAS ENTRE OTRAS CAUSAS. Excluye: AMPUTACIONES PARCIALES(84.00-84.91), AQUELLA ACCESORIA A OTRAS OPERACIONES(OMITIR CÓDIGO), ARTRECTOMIAS(80.84), E	4632150.0	42.0	110289.28571428571
779	RESECCIÓN TOTAL OSEA INCLUYE: AQUELLA POR TUMORES BENIGNOS, MALIGNOS, PRIMARIOS O METASTASICOS ENTRE OTRAS CAUSAS Excluye: AMPUTACIONES DE MIEMBROS(84.00-84.91) Y AQUELLA ACCESORIA DE OTRA OPERACIÓN (OMITIR CÓDIGO)	5923714.0	6.0	987285.6666666666
