code	label	costo_procedimiento	numero_personas_atendidas	costo_proc_usuario
64	PROCEDIMIENTOS EN PENE INCLUYE: CUERPOS CAVERNOSOS, GLANDE Y PREPUCIO	232629.0	4.0	58157.25
66	PROCEDIMIENTOS EN TROMPAS DE FALOPIO	7630782.0	16.0	476923.875
67	PROCEDIMIENTOS EN CUELLO UTERINO	1312511.0	11.0	119319.18181818182
68	PROCEDIMIENTOS EN ÚTERO SimultAneo: ESCISIÓN DE TROMPAS Y OVARIOS(653-655, 664-666), REPARACIÓN DE CISTO/RECTOCELE(705), REPARACIÓN DE SUELO PELVICO(707), COLOSTOMIA(461), DERIVACIÓN URINARIA(565-566), DISECCIÓN DE GANGLIOS LINFATICOS (403-405)	1613690.0	7.0	230527.14285714287
69	OTROS PROCEDIMIENTOS EN UTERO Y ESTRUCTURAS DE SOPORTE	4793866.0	16.0	299616.625
70	PROCEDIMIENTOS EN VAGINA Y FONDO DE SACO	9749171.0	99.0	98476.47474747474
73	OTROS PROCEDIMIENTOS DE ATENCIÓN E INDUCCIÓN DEL PARTO VAGINAL INCLUYE: TODAS LAS ACTIVIDADES DE ADAPTACIÓN NEONATAL INMEDIATA ESTABLECIDAS SEGÚN REGLAMENTACIÓN VIGENTE PARA LA  ATENCIÓN DEL (OS) RECIEN NACIDO (S).	1461632.0	2.0	730816.0
75	OTROS PROCEDIMIENTOS E INTERVENCIONES OBSTETRICOS SimultAneo: CODIFICAR ADEMAS CUALQUIER ACCESO POR HISTEROTOMIA(680)	5267176.0	13.0	405167.3846153846
76	PROCEDIMIENTOS EN HUESOS Y ARTICULACIONES FACIALES + Excluye:  CRANEO (01); HUESOS NASALES (21); SENOS PARANASALES (22)	32772811.0	148.0	221437.91216216216
77	PROCEDIMIENTOS EN HUESOS NO FACIALES Excluye: ESTERNOTOMIA ACCESORIA DE OPERACIÓN TORACICA Y RESECCIÓNES COSTALES ACCESORIAS A OPERACIONES TORACICAS (OMITIR CÓDIGO); LAMINOTOMÍA O INCISIÓN EN VERTEBRA(03.01-03.09); LAMINECTOMIAS O HEMILAMINECTOMIAS(03.01-	257429708.0	411.0	626349.6545012166
78	OTROS PROCEDIMIENTOS EN HUESOS, EXCEPTO HUESOS FACIALES	50044923.0	122.0	410204.2868852459
79	REDUCCIÓN DE FRACTURA Y LUXACIÓN INCLUYE: APLICACIÓN DE ESCAYOLA O FERULA, REDUCCIÓN CON INSERCIÓN DE DISPOSITIVO DE TRACCION (ALAMBRE O PLACA DE KIRSCHNER, CLAVO DE STEINMANN) SimultAneo: APLICACIÓN DE DISPOSITIVO EXTERNO DE FIJACION (78.1)	42818023.0	58.0	738241.775862069
80	PROCEDIMIENTOS EN ESTRUCTURAS DE ARTICULACION INCLUYE: PROCEDIMIENTOS SOBRE CAPSULA, CARTÍLAGO, LIGAMENTO, MEMBRANA SINOVIAL Y MENISCO Excluye: ESCISIÓN DE EXTREMOS DE HUESOS Y CONDILECTOMIA O ESCISIÓN PARCIAL DE HUESO(77.80-77.89); ESCISIÓN QUISTE DE BAK	143052760.0	309.0	462953.91585760517
81	PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACION	1227510736.0	2135.0	574946.4805620608
82	PROCEDIMIENTOS EN TENDONES, MUSCULOS Y FASCIA DE MANO INCLUYE: APONEUROSIS, VAINA DE TENDÓN Y MEMBRANA SINOVIAL Excluye: AQUELLA NO QUIRURGICA O REALIZADA SOLO POR ESTIRADO O MANIPULACIÓN (93.26), DESCOMPRESIÓN DE TUNEL METACARPIANO(04.43) SimultAneo: COD	143872061.0	214.0	672299.3504672897
83	PROCEDIMIENTOS EN MÚSCULO, TENDÓN, FASCIA Y BURSA, EXCEPTO MANO + INCLUYE: PROCEDIMIENTOS SOBRE APONEUROSIS, MEMBRANA SINOVIAL DE BURSA Y ENVOLTURA O VAINA DE TENDON Excluye: EXTRACCIÓN POR ARTROTOMÍA DE CUERPOS EXTRAÑOS O MATERIAL DE SUTURA DE ARTICULACI	101348925.0	604.0	167796.2334437086
84	OTROS PROCEDIMIENTOS EN SISTEMA OSTEOMUSCULAR +	208577324.0	75.0	2781030.986666667
85	PROCEDIMIENTOS EN LA MAMA INCLUYE: PROCEDIMIENTOS SOBRE PIEL Y TEJIDO CELULAR SUBCUTANEO DE MAMA (FEMENINA O MASCULINA), SITIO DE MASTECTOMIA ANTERIOR Y REVISIÓNES DE MASTECTOMIA PREVIA	4852705.0	16.0	303294.0625
86	PROCEDIMIENTOS EN PIEL Y TEJIDO CELULAR SUBCUTANEO INCLUYE: PROCEDIMIENTOS SOBRE CUERPOS ADIPOSOS SUBCUTANEOS, FOLICULOS PILOSOS, FOSAS SUPERFICIALES,GLANDULAS SUDORIPARAS, PERINE MASCULINO Y UÑAS. EL AREA ESPECIAL COMPRENDE: CARA, CUERO CABELLUDO, CUELLO	245737329.0	1510.0	162739.95298013245
87	IMAGENOLOGIA RADIOLOGICA	1974913206.0	52929.0	37312.49798787054
88	IMAGENOLOGIA CON OTRAS TECNICAS NO RADIOLOGICAS INCLUYE: ESTUDIOS DE IMAGEN DIAGNOSTICA CON ULTRASONIDO O ULTRASONOGRAFIA O ECOGRAFIA, RESONANCIA MAGNETICA	3839510688.0	23812.0	161242.67965731563
89	CONSULTA, MEDICIONES ANATOMICAS, FISIOLOGICAS, EXAMENES MANUALES Y ANATOMOPATOLOGICOS	482709003.0	13367.0	36111.9924440787
90	LABORATORIO CLÍNICO	11437212385.0	625488.0	18285.262682897195
91	BANCO DE SANGRE Y MEDICINA TRANSFUSIONAL	63297725.0	510.0	124113.1862745098
92	MEDICINA NUCLEAR Y RADIOTERAPIA +	403382739.0	1703.0	236865.96535525544
93	PROCEDIMIENTOS E INTERVENCIONES EN DESEMPEÑO FUNCIONAL, REHABILITACION Y RELACIONADOS +	1271790679.0	12983.0	97958.1513517677
94	PROCEDIMIENTOS RELACIONADOS CON LA PSIQUE	3225540.0	35.0	92158.28571428571
95	PROCEDIMIENTOS E INTERVENCIONES NO QUIRURGICOS RELACIONADOS CON EL OJO Y OIDO +	39817719.0	982.0	40547.57535641548
96	INTUBACION E IRRIGACION NO QUIRURGICAS	13246152.0	232.0	57095.48275862069
97	SUSTITUCION Y EXTRACCIÓN DE DISPOSITIVOS TERAPEUTICOS	1713203.0	19.0	90168.57894736843
98	EXTRACCIÓN DE CUERPO EXTRAÑO Y CALCULO NO OPERATORIO	224919.0	13.0	17301.46153846154
99	PROCEDIMIENTOS PROFILACTICOS, TERAPEUTICOS Y OTROS PROCEDIMIENTOS MISCELANEOS + INCLUYE: PROCEDIMIENTOS E INTERVENCIONES PROFILACTICOS Y/O TERAPEUTICOS NO QUIRURGICOS RELACIONADOS CON LAS FASES DE PROMOCION DE LA SALUD, PREVENCION DE LA ENFERMEDAD Y REHAB	2431989663.0	11071.0	219672.08590009937
A1	PROMOCION O FOMENTO DE LA SALUD § INCLUYE:  LA INTEGRACION DE LAS ACCIONES QUE REALIZAN LA POBLACION, LOS SERVICIOS DE SALUD, LAS AUTORIDADES SANITARIAS, LOS SECTORES SOCIALES Y LOS PRODUCTIVOS CON EL OBJETO DE GARANTIZAR, MAS ALLA DE LA AUSENCIA DE ENFER	1497246.0	138.0	10849.608695652174
A2	PREVENCION Y CONTROL DE LA ENFERMEDAD § INCLUYE: AQUELLAS ACCIONES DIRIGIDAS A EVITAR QUE EL DAÑO EN LA SALUD O LA ENFERMEDAD APAREZCAN, SE PROLONGUEN, OCASIONEN DAÑOS MAYORES O GENEREN SECUELAS EVITABLES	57631310.0	119.0	484296.7226890756
