code	label	costo_procedimiento	numero_personas_atendidas	costo_proc_usuario
050010425923	IPS SURA CENTRO MEDELLIN	62208009.0	3749.0	16593.227260602827
050010425925	IPS SURA LOS MOLINOS MEDELLIN	18336217.0	1295.0	14159.240926640927
050010425936	IPS SURA SAN DIEGO	34836.0	3.0	11612.0
050010426202	COOMEVA EPS IPS INTEGRADOS	25601823.0	1539.0	16635.362573099414
050010433601	CEDIMED POBLADO	53136756.0	154.0	345043.87012987013
050010433602	CEDIMED-ALMACENTRO	32907.0	2.0	16453.5
050010434401	REHABILITACION Y DEPORTE REYDE S.A.S	2563458.0	51.0	50263.882352941175
050010434701	COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO	66949549.0	3737.0	17915.31950762644
050010434702	COOPERATIVA ANTIOQUEÑA DE SALUD SEDE ESTADIO	633766.0	13.0	48751.230769230766
050010434703	COOPERATIVA ANTIOQUEÑA DE SALUD SEDE NORTE	52974430.0	2996.0	17681.718958611484
050010434704	COOPERATIVA ANTIOQUEÑA DE SALUD SEDE ARGENTINA	14349453.0	635.0	22597.563779527558
050010434707	COOPSANA CALASANZ	46978.0	4.0	11744.5
050010462901	CLINICA MEDICO ODONTOLOGICA PROMTA S.A	463407.0	19.0	24389.842105263157
050010464801	CLINICA DEL PRADO S.A.	1508020.0	17.0	88707.05882352941
050010464802	CLINICA DEL PRADO CIUDAD DEL RIO	1491611.0	2.0	745805.5
0500104689	ALVARO ANDRES RAMIREZOCHOA	260000.0	1.0	260000.0
0500104789	ASOCIACIÓN MEDELLIN DE LUCHA CONTRA EL CANCER MEDICANCER	220000.0	1.0	220000.0
050010480601	COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU	28257219.0	1417.0	19941.58009880028
050010480603	PROSALCO LA FLORESTA	50220.0	4.0	12555.0
050010480627	PROSALCO IPS SAN JUAN	34836.0	3.0	11612.0
050010480901	SOCIEDAD DE ECOGRAFIA CLINICA DEL PRADO S.A.S	745641.0	9.0	82849.0
050010482401	CENTRO MEDICO ODONTOLOGICO EL PORTAL DE LA SALUD	38275.0	2.0	19137.5
050010483001	CARDIOESTUDIO SAS	4218947.0	26.0	162267.1923076923
050010483101	ANGIOLOGIA MEDICA DIAGNOSTICA SA	1878415.0	24.0	78267.29166666667
050010491101	SALUD SIGLO XXI S.A.	22811134.0	1082.0	21082.378927911275
050010491701	ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA  PROFAMILI	200039.0	3.0	66679.66666666667
050010504101	INSTITUTO COLOMBIANO DE SALUD MENTAL IMSAM	113168.0	3.0	37722.666666666664
050010506101	ALEJANDRO RIOS GONZALEZ, MEDICINA NUCLEAR Y CIA LTDA.	12484884.0	41.0	304509.3658536585
0500105081	CENTRO DE FRACTURAS CEFRA S.A.	8729.0	1.0	8729.0
050010508101	CENTRO DE FRACTURAS CEFRA S.A.	1354154.0	10.0	135415.4
050010508102	CENTRO DE FRACTURAS CEFRA S.A.	40200.0	1.0	40200.0
050010511101	COMPAÑÍA SURAMERICANA DE SERVICIOS DE SALUD S.A. SUSALUD MED	562117.0	20.0	28105.85
050010519301	LUIS ALBERTO RAMIREZ GOMEZ	12699660.0	115.0	110431.82608695653
050010524301	MONICA JANETH ATEHORTUA MARQUEZ	421426.0	1.0	421426.0
050010542901	VASCULAB LTDA	5584715.0	32.0	174522.34375
050010543201	LUIS FELIPE GOMEZ ISAZA	1693249.0	11.0	153931.72727272726
050010547101	CASTRO NARANJO LUIS JAVIER IGNACIO	88720.0	1.0	88720.0
050010549201	UBA COOMEVA EPS LA 33 CASA No. 5	4386558.0	747.0	5872.232931726908
050010556801	CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA	155039450.0	9062.0	17108.745310086073
050010556802	CENTRO INTEGRAL DE SALUD BELEN	1939368.0	86.0	22550.79069767442
050010556805	CENTRO INTEGRAL DE SALUD ARANJUEZ	56424978.0	2638.0	21389.30174374526
050010556806	CENTRO INTEGRAL DE SALUD SAN IGNACIO	112146590.0	6040.0	18567.316225165563
050010556813	CENTRO INTEGRAL DE SALUD MANRIQUE	15689660.0	958.0	16377.515657620042
050010556827	CENTRO INTEGRAL DE SALUD LA 80	7421005.0	482.0	15396.275933609959
0500105585	CENTRO DE INVESTIGACIONES MÉDICAS DE ANTIOQUIA	22350.0	1.0	22350.0
050010558501	CENTRO DE INVESTIGACIONES MÉDICAS DE ANTIOQUIA	10706459.0	203.0	52741.17733990148
0500105586	FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA	8904000.0	41.0	217170.73170731709
050010558601	FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA	27572325.0	99.0	278508.3333333333
05001056162	SEDE 2  INSTITUTO DE CANCEROLOGIA S.A	789112.0	1.0	789112.0
050010569201	UNIDAD DE OSTEOPOROSIS S.A.S.	63720000.0	1040.0	61269.230769230766
050010581601	HOSPITAL INFANTIL NOEL (CLINICA NOEL)	7540703.0	1.0	7540703.0
050010589003	UNIDA MEDICA DE ATENCIÓN APARTADO	48270.0	10.0	4827.0
050010589006	UNIDAD MEDICA DE ATENCIÓN RIONEGRO	797705.0	82.0	9728.109756097561
050010589008	UNIDAD MEDICA DE ATENCIÓN HOSPITAL MARCO FIDEL SUAREZ	267975.0	29.0	9240.51724137931
050010589011	UNIDAD MEDICA DE ATENCIÓN ITAGUI	1149228.0	132.0	8706.272727272728
050010589014	BIOSIGNO IPS POBLADO	673550.0	83.0	8115.060240963855
050010589016	BIOSIGNO IPS PRADO	27189.0	1.0	27189.0
050010589022	BIOSIGNO IPS LA AMERICA	16350.0	1.0	16350.0
050010589027	BIOSIGNO IPS ROBLEDO	6786717.0	628.0	10806.874203821657
050010589028	BIOSIGNO IPS CENTRO	625200.0	40.0	15630.0
050010589035	BIOSIGNO IPS CARACAS	1777400.0	186.0	9555.913978494624
050010589036	BIOSIGNO IPS VILLANUEVA	5280510.0	561.0	9412.673796791443
0500105909	IPS DE UNIVERSIDAD DE ANTIOQUIA IPS UNIVERSITARIA	40280069.0	364.0	110659.53021978022
050010590901	IPS UNIVERSITARIA SEDE PRADO	1852645.0	14.0	132331.7857142857
050010590903	IPS UNIVERSITARIA SEDE CLINICA LEON XIII	21828584.0	345.0	63271.25797101449
050010593501	FRESENIUS MEDICAL CARE CARE COLOMBIA S.A. UNIDAD RENAL HOSPITAL SAN VICENTE DE PAUL	2486266.0	56.0	44397.607142857145
050010608601	E.S.E. HOSPITAL LA MARIA	6187153.0	167.0	37048.82035928144
050010615001	MARTA CECILIA HENAO TORRES	208393.0	21.0	9923.47619047619
050010643001	RADIOLOGIA SAN DIEGO S.A.S	478673.0	4.0	119668.25
050010657401	jaime leon olarte gallego	842539.0	3.0	280846.3333333333
050010662401	Oscar Del Carmen Felipe De la Cruz	76000.0	4.0	19000.0
050010698901	ELECTROMIOGRAFIA DE ALTA TECNOLOGIA LIMITADA	11345526.0	167.0	67937.28143712576
050010702701	FELIPE CARLOS PETRO PRIETO	561558.0	5.0	112311.6
050010747001	IPS MEGA SERVICIOS INTEGRALES DE SALUD SA	6969648.0	443.0	15732.839729119638
050010749401	CARLOS ALBERTO POLO MARULANDA	25061635.0	67.0	374054.25373134325
050010750501	INSTITUTO LACROSS CIA LTDA	594700.0	2.0	297350.0
050010790401	CORPORACION COLOMBIA SALUDABLE	257696.0	9.0	28632.88888888889
050010792401	IVAN DARIO SERNA MAYA	1852374.0	3.0	617458.0
050010802801	CORPORACION IPS SALUDCOOP ANTIOQUIA	17075575.0	497.0	34357.29376257545
050010802802	SEDE PRADO	10157265.0	540.0	18809.75
050010802803	SEDE ARGENTINA	22400909.0	773.0	28979.183699870635
050010802804	IPS LAURELES	36611251.0	1478.0	24770.805818673885
050010802805	SEDE LA 70	14085685.0	457.0	30822.06783369803
050010802806	SEDE SANTA TERESITA	10081445.0	330.0	30549.833333333332
050010802830	SEDE SAN JUAN	17755807.0	648.0	27400.936728395063
050010802831	CAFI LA PLAYA	6591974.0	293.0	22498.204778156996
050010802835	CMF SAN JUAN	59733592.0	2049.0	29152.55832113226
050010802836	SEDE SAN DIEGO	15266728.0	728.0	20970.78021978022
050010802837	SEDE CENTRO	17324299.0	682.0	25402.197947214077
050010804401	ORGANIZACION FONOAUDIOLOGICA E U	173562.0	2.0	86781.0
050010819901	UBA COOMEVA EPS CLINICA MEDELLIN LTDA	3483193.0	91.0	38276.846153846156
050010844901	CENTRO RADIOLOGICO ORAL LA 70 S A	110000.0	1.0	110000.0
050010847401	AUDIOCOM S.A.S	10000.0	1.0	10000.0
050010852001	UBA CLINICA DEL PRADO COOMEVA EPS IPS LTDA	27270.0	2.0	13635.0
050010862301	HERNAN OCAZIONEZ Y CIA SA	21559692.0	556.0	38776.424460431655
050010862303	HERNAN OCASIONEZ Y CIA SA	358650.0	4.0	89662.5
050010862307	HERNAN OCAZIONEZ Y CIA S.A	498709.0	14.0	35622.07142857143
050010868401	CENTRO INTEGRAL DE FONOAUDIOLOGIA S.A.S	96360.0	1.0	96360.0
050010876601	CENTRO MEDICO DE DIAGNOSTICOS DE MEDICINA PREPAGADA DE MEDELLIN	3245371.0	322.0	10078.791925465839
050010877201	UNIDAD DE CIRUGÍA AMBULATORIA SERVIOFTALMOS ANTIOQUIA	45562.0	1.0	45562.0
050010895401	CENTRO INTEGRAL DE REUMATOLOGIA REUMALAB SAS SEDE TORRE PLAZA	2555400.0	40.0	63885.0
050010895402	CENTRO INTEGRAL DE REUMATOLOGÍA REUMALAB SAS	749800.0	9.0	83311.11111111111
050010899803	ORALMEDIC SERVICIOS CENTRO	573732.0	24.0	23905.5
050010900201	CLINICA OFTALMOLOGICA DE MEDELLIN S A	91800.0	1.0	91800.0
050010904501	ESTUDIOS ENDOSCOPICOS S.A.S.	4780026.0	21.0	227620.2857142857
050010909901	PROMEDAN IPS CENTRO DE ESPECIALISTAS	268005.0	6.0	44667.5
050010909916	PROMEDAN IPS CENTRO DE ESPECIALISTAS Nº 2	1511599.0	111.0	13618.009009009009
050010909920	PROMEDAN IPS PERÚ	534637.0	44.0	12150.84090909091
050010914701	ORTHOPRAXIS	5423900.0	25.0	216956.0
050010924801	OSCAR JAIR FELIPE DIAZ	60000.0	1.0	60000.0
050010937801	LIGA DE NATACION DE ANTIOQUIA	3306600.0	15.0	220440.0
050010951501	INTERGASTRO S.A.	1261884.0	9.0	140209.33333333334
050010952501	IQ INTERQUIROFANOS S.A	1708008.0	1.0	1708008.0
050010960901	CLAUDIA MARCELA DOMINGUEZ GABRIEL	55000.0	1.0	55000.0
050010970101	UROLOGOS Y GINECOLOGOS DE COLOMBIA SA UROGINE SA	581870.0	10.0	58187.0
050010978903	CORBIC SEDE AMBULATORIA	260504.0	1.0	260504.0
0500109963	CORPORACION IPS SALUDCOOP	280465.0	250.0	1121.86
050010996301	CMF SAN JUAN	39863117.0	1137.0	35059.90941072999
050010996304	CLINICA SALUDCOOP MEDELLIN	25714632.0	1213.0	21199.20197856554
050010996309	CLINICA JUAN LUIS LONDOÑO DE LA CUESTA	613077121.0	20118.0	30474.059101302315
050010996310	DIAGNOSTICO IPS ARGENTINA	12989405.0	418.0	31075.13157894737
050010996311	DIAGNOSTICO IPS LA 70	902728.0	40.0	22568.2
050010996320	DIAGNOSTICO CAFI SAN JUAN	695174.0	12.0	57931.166666666664
050010996321	DIAGNOSTICO CAFI PLAYA	123900.0	8.0	15487.5
050010996325	CENTRAL DE ESPECIALISTAS SAN DIEGO	1697660.0	36.0	47157.22222222222
050010996329	CENTRAL DE ESPECIALISTAS FLORIDA NUEVA	109630.0	8.0	13703.75
050011008501	JOHN FERNANDO GARCIA VÉLEZ	705600.0	3.0	235200.0
050011031201	FUNDACION ANTIOQUEÑA DE INFECTOLOGIA	2269049.0	66.0	34379.530303030304
050011032303	IPS FISINOVA SEDE CENTRO	3055748.0	65.0	47011.50769230769
050011032901	FUNDACION INSTITUTO DE ALTA TECNOLOGIA MEDICA DE ANTIOQUIA	19720379.0	29.0	680013.0689655172
050011032904	FUNDACIÓN INSTITUTO DE ALTA TECNOLOGÍA MÉDICA DE ANTIOOQUIA	502501.0	1.0	502501.0
050011034201	HOSPITAL EN CASA SA	1012047.0	14.0	72289.07142857143
050011039301	MEDICARTE MEDELLÍN	1405382.0	141.0	9967.248226950354
050011043301	Luisa Fernanda Galeano	2490527.0	3.0	830175.6666666666
050011045501	LUIS FELIPE NAQUIRA ESCOBAR	8062860.0	19.0	424361.05263157893
050011046101	CENTRO ONCOLOGICO DE ANTIOQUIA S.A	1779388.0	6.0	296564.6666666667
050011047101	VIVA 1 A IPS MEDELLÍN	116193576.0	6524.0	17810.17412630288
050011049501	MAMOGRAFIA E IMÁGENES DIAGNOSTICAS DIMA SA	4075034.0	71.0	57394.84507042253
050011049502	MAMOGRAFIA E IMÁGENES DIAGNÓSTICAS DIMA SA   SEDE SAN FERNANDO	55000.0	1.0	55000.0
050011065301	DINAMICA CONQUISTADORES	240797476.0	4159.0	57897.926424621306
050011065302	LABORATORIO URGENCIAS DINAMICA	1065482.0	11.0	96862.0
050011065303	DINAMICA LA 33	19059445.0	428.0	44531.41355140187
050011065304	DINAMICA CENTRO	100280501.0	3953.0	25368.201619023526
050011065307	SALUD SURAMERICANA POBLADO	963311.0	100.0	9633.11
050011065308	DINAMICA IPS MOLINOS	34175.0	4.0	8543.75
050011065309	PUNTO DE SALUD SAMAN	381822442.0	16575.0	23036.044766214178
050011065313	PUNTO DE SALUD CENTRO	2482.0	1.0	2482.0
050011065314	PUNTO DE SALUD CORDOBA	1601750.0	190.0	8430.263157894737
050011065330	DINAMICA IPS SAO PAULO	10121221.0	34.0	297682.9705882353
050011076301	I.P.S CALASANZ	100000.0	2.0	50000.0
050011080301	FUNDACIÓN MÉDICO NORCA IPS DE MEDICINA GENERAL Y ALTERNATIVA FUNORCA IPS	444600.0	18.0	24700.0
050011080401	CENTRO AMBULATORIO DE ADMINISTRACION DE MEDICAMENTOS	724924.0	5.0	144984.8
050011084501	Juan Fernando Restrepo Valderrama	31140.0	1.0	31140.0
050011087501	ART MEDICA S.A.S	11600.0	1.0	11600.0
050011094701	NEOVID IPS	54639627.0	1452.0	37630.597107438014
050011099301	LABORATORIO CLINICO DR DAVID BOTERO RAMOS # 1	68000.0	2.0	34000.0
050011102101	IPS ESPECIALIZADA PUNTO CLAVE	125041.0	3.0	41680.333333333336
050011105601	DIAGNOSTICARTE  S.A.S.	1530790.0	7.0	218684.2857142857
050011106701	J K VACUNAMOS S.A.S	19718.0	2.0	9859.0
050011114701	INSTITUTO COLOMBIANO DEL DOLOR S.A.S	3911628.0	5.0	782325.6
050011114703	INSTITUTO COLOMBIANO DEL DOLOR S.A.S	48045328.0	81.0	593152.1975308642
050011122701	sonare centro de estudios audiológicos	209882.0	16.0	13117.625
050011125001	CEMEV IPS VILLANUEVA	35809995.0	2114.0	16939.448912015137
050011125008	CEMEV IPS UAB JUNIN	99888.0	6.0	16648.0
050011125018	CEMEV IPS LA AMERICA	463736.0	20.0	23186.8
050011126201	PEDRO IGNACIO ESCARAIN	120000.0	1.0	120000.0
050011134601	PATOLOGIA SUESCUN S.A.S.	93250.0	8.0	11656.25
050011135301	ENDOGASTRO - ESTUDIOS S.A.S	87235.0	1.0	87235.0
050011135302	ENDOGASTRO ESTUDIOS S.A.S.	194750.0	2.0	97375.0
050011138301	DIAGNOSTICA AVANZADA I.P.S. S.A.S.	3859337.0	295.0	13082.498305084746
050011138307	DIAGNOSTICA AVANZADA I.P.S. S.A.S. CARIBE 2	1425488.0	155.0	9196.696774193548
050011143601	helPharma Almacentro	372000.0	2.0	186000.0
050011162801	NEUMOMED S.A.S.	615128.0	12.0	51260.666666666664
050011174601	NUEVA CLINICA SAGRADO CORAZON S.A.S	20378282.0	46.0	443006.1304347826
050011213201	LUIS FELIPE VARGAS OSORIO	2014799.0	2.0	1007399.5
050011217501	ALIVIUM	14004892.0	31.0	451770.70967741933
050011219101	Diagnomedica SAS	327200.0	5.0	65440.0
050011220401	REHAFINT IPS SAS	1527974.0	21.0	72760.66666666667
050011221601	QI MEDICA	92610.0	2.0	46305.0
050011225401	CORAXON S.A.S	1747939.0	19.0	91996.78947368421
050011232102	UNIDAD INTEGRAL EN SALUD LAURELES	844663.0	229.0	3688.484716157205
050011232104	UPREC UNIDAD DE PREVENCION CLINICA MEDELLIN	425384.0	53.0	8026.11320754717
050011232111	SINERGIA SALUD ATENCIÓN BASICA JUNIN	27270.0	1.0	27270.0
050011235801	Unidad Video Diagnòstica de la Mujer S.A.S.	200000.0	1.0	200000.0
050011282301	SALUD INTEGRAL ESTADIO, S.I.E. S.A.S	2618970.0	26.0	100729.61538461539
050011387102	SEDE MEDELLIN LAURELES LA CASTELLANA COLCAN	40000.0	1.0	40000.0
050011413401	CEXCA	260000.0	1.0	260000.0
050011427601	VIRREY SOLIS IPS SA VILLANUEVA	24251.0	5.0	4850.2
050011427602	VIRREY SOLIS I.P.S S.A JUNIN	200408.0	10.0	20040.8
050011427603	VIRREY SOLIS I.P.S S.A  LA AMERICA	9170756.0	214.0	42854.0
050011427607	VIRREY SOLIS I.P.S S.A SAN DIEGO	8236555.0	237.0	34753.396624472574
050011559101	IMAGENES DE VIDA Y SALUD S.A.S	2099114.0	7.0	299873.4285714286
